AUSTRALIA	AUSTRIA	BELGIUM	CANADA	DENMARK	FINLAND	FRANCE	GERMANY	HONG KONG	IRELAND	ISRAEL	ITALY	JAPAN	NETHERLANDS	NEW ZEALAND	NORWAY	PORTUGAL	SINGAPORE	SPAIN	SWEDEN	SWITZERLAND	UNITED KINGDOM	USA	BRAZIL	CHILE	CHINA	COLOMBIA	CZECH REPUBLIC	EGYPT	GREECE	HUNGARY	INDIA	INDONESIA	KOREA	MALAYSIA	MEXICO	PERU	PHILIPPINES	POLAND	RUSSIA	SOUTH AFRICA	TAIWAN	THAILAND	TURKEY	ARGENTINA	JORDAN	MOROCCO	PAKISTAN	BAHRAIN	KUWAIT	OMAN	QATAR	UNITED ARAB EMIRATES
6772.162	1586.121	7845.764	6381.572	17460.265	1136.4	6721.941	2862.32	68500.597	303.353	368.702	2550.759	1531.269	7895.455	425.072	10622.821	262.281	4950.664	8789.3	39683.462	2985.304	11840.804	6733.842	56490.683	11482.693	106.385	6031.092	568.164	562.933	2846.587	1322.363	1083.127	10220.708	882.03	1210.726	63884.496	3653.203	1717.353	3112.408	1118.581	2036.226	486.667	1073.853	2790106.68	28801901	419.031	518.752	1834.301	247.294	792.967	1051.1	1317.003	417.589
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	246.666	800.671	1050.599	1318.47	414.928
6791.574	1595.397	7916.418	6379.783	17552.272	1138.746	6756.957	2886.238	68405.747	305.203	372.064	2544.174	1545.421	7942.276	424.071	10559.762	263.328	4965.047	8795.709	39925.69	3003.63	11874.869	6724.393	55925.04	11440.423	106.366	5956.466	563.569	594.203	2823.848	1320.42	1101.023	10259.996	886.766	1213.113	63424.923	3644.887	1698.277	3142.539	1113.785	2054.411	491.221	1070.185	2824681.45	28973628.7	426.938	534.356	1843.786	243.392	799.046	1046.471	1324.863	415.692
6800.949	1594.227	7853.153	6318.412	17494.618	1132.394	6716.75	2882.904	68684.068	302.775	369.43	2540.033	1536.412	7887.736	420.057	10451.132	262.317	4963.977	8813.084	39904.053	2981.94	11771.503	6727.811	55318.847	11294.102	106.034	5905.418	555.907	551.54	2742.078	1283.941	1092.321	9933.195	889.756	1211.551	63589.506	3619.199	1719.625	3095.112	1098.412	2019.671	495.982	1074.067	2788556.41	29741895.4	416.185	518.406	1820.032	241.001	790.294	1040.795	1311.81	417.967
6776.52	1597.067	7894.328	6325.682	17581.523	1138.14	6742.511	2900.869	68933.784	305.078	371.228	2559.226	1530.224	7933.123	422.238	10508.378	265.911	4966.56	8908.527	40068.277	2985.359	11795.05	6746.31	55753.058	11443.344	106.768	5878.506	567.718	555.668	2733.77	1295.081	1091.072	9990.389	892.034	1213.739	65016.402	3659.848	1719.615	3114.294	1092.372	2037.548	499.434	1083.652	2761907.22	30446478.8	414.281	523.616	1818.704	240.982	798.407	1040.795	1324.908	420.83
6780.743	1597.457	7860.573	6328.686	17904.289	1138.329	6760.015	2911.351	68892.165	306.67	370.174	2583.495	1548.883	7946.898	422.962	10568.074	266.505	4986.639	8962.115	40221.954	2990.462	11806.284	6746.31	55719.009	11546.374	106.853	5905.709	568.608	561.324	2712.345	1300.363	1097.93	9976.537	900.693	1220.105	65384.896	3659.848	1754.234	3094.309	1093.258	2061.455	502.899	1071.387	2750023.3	30446478.8	414.896	523.759	1854.953	241.569	801.668	1040.795	1328.75	421.495
6768.309	1591.979	7867.91	6338.701	17982.06	1124.824	6752.234	2917.336	68895.312	307.82	370.174	2574.884	1546.127	7945.595	423.662	10526.142	267.192	4969.057	8932.617	39970.617	2991.44	11800.491	6741.446	56395.657	11705.388	107.743	5932.057	572.652	567.988	2712.345	1317.865	1110.1	10012.46	900.006	1222.651	65960.903	3673.129	1764.22	3106.524	1093.616	2063.391	505.394	1077.92	2796566.28	30385644.5	414.896	519.761	1860.841	241.569	801.668	1040.795	1328.75	421.495
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	241.569	797.268	1050.749	1330.342	421.495
6714.353	1581.737	7842.146	6361.135	17984.77	1120.221	6738.56	2917.596	69373.72	306.189	373.164	2534.241	1545.385	7927.99	426.48	10519.717	264.414	4978.603	8846.188	39880.486	2988.521	11701.933	6724.721	55033.051	11579.002	108.403	5894.426	567.022	578.724	2750.781	1316.928	1115.933	10202.465	893.926	1226.846	65411.968	3636.211	1771.81	3049.739	1090.108	2060.409	505.592	1082.857	2768494.36	29876615.1	415.896	522.658	1865.493	241.001	791.251	1048.156	1325.333	430.67
6685.799	1551.372	7735.515	6309.85	17958.388	1092.172	6570.773	2863.689	69377.582	298.839	371.498	2484.267	1550.532	7833.7	426.168	10437.266	261.443	4957.468	8723.624	39156.145	2935.399	11593.772	6704.265	54200.646	11429.959	107.625	5907.503	561.582	576.069	2759.343	1303.029	1113.284	10131.216	885.085	1232.698	64969.445	3578.821	1759.168	3014.342	1072.858	2016.464	503.901	1090.925	2702050.17	28354756.1	415.402	527.305	1884.992	238.786	792.205	1047.933	1326.597	430.414
6709.7	1530.437	7697.629	6297.704	17755.7	1091.037	6535.179	2838.983	68944.019	296.503	370.756	2476.852	1522.948	7775.355	424.199	10377.629	257.993	4916.923	8663.792	39070.09	2912.2	11557.974	6698.571	53723.08	11421.118	107.071	5758.052	557.652	573.288	2774.975	1306.735	1107.163	9976.984	873.714	1228.009	65074.089	3604.219	1735.344	2997.959	1063.577	2001.832	505.567	1082.902	2700051.02	28295965.3	409.64	528.639	1875.614	236.53	788.547	1046.228	1324.421	431.118
6610.975	1510.001	7631.898	6245.484	17794.838	1085.389	6465.702	2820.426	68890.948	293.848	370.097	2432.071	1508.643	7689.417	422.122	10383.324	256.15	4855.845	8519.087	38801.563	2904.796	11538.914	6671.557	54109.704	11466.191	107.292	5838.619	551.342	557.496	2807.205	1294.634	1116.731	9894.15	872.901	1229.635	64948.877	3608.239	1714.698	2976.622	1053.746	2027.322	502.547	1082.902	2653769.66	27717963.7	407.676	528.897	1902.737	236.53	799.712	1043.275	1332.205	434.487
6593.775	1506.146	7723.984	6286.499	17766.463	1085.389	6515.705	2846.119	68608.589	296.324	370.097	2450.345	1516.492	7748.777	420.848	10369.054	255.297	4848.507	8532.554	38945.248	2919.728	11634.6	6744.091	54044.316	11383.127	107.397	5833.599	543.019	547.83	2807.205	1286.915	1116.898	9772.815	870.964	1230.188	64934.435	3624.258	1708.811	2980.012	1067.748	2058.648	501.4	1070.185	2706150.75	28103521.4	407.676	525.015	1907.019	236.53	799.712	1043.275	1332.205	434.487
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	236.021	795.591	1040.594	1339.735	443.125
6534.39	1516.637	7719.309	6303.23	17795.134	1099.686	6525.985	2854.588	68953.327	297.655	365.374	2471.027	1541.304	7738.432	421.556	10416.799	257.591	4850.766	8609.991	39205.477	2917.972	11648.172	6757.209	54285.426	11372.606	107.734	5901.71	540.31	558.216	2894.92	1267.388	1130.795	9880.006	881.317	1240.089	65536.345	3705.256	1708.582	2981.599	1080.764	2071.033	507.307	1076.083	2739093.14	28503909.5	410.051	520.927	1917.714	238.276	802.19	1039.263	1338.085	449.003
6536.441	1520.508	7684.726	6303.657	17762.197	1089.21	6463.123	2831.251	68674.284	297.114	371.035	2462.867	1542.412	7702.918	419.01	10398.861	257.882	4801.332	8572.82	38844.843	2888.797	11583.281	6737.614	53996.387	11381.864	107.416	5927.913	541.674	566.22	2879.826	1267.476	1130.127	10082.064	878.044	1241.205	65873.008	3737.462	1670.291	2973.029	1081.42	2063.683	507.365	1076.083	2735350.68	28263417.8	412.791	523.166	1910.28	238.217	802.665	1038.895	1346.327	452.117
6480.668	1502.06	7647.052	6212.047	17767.568	1084.64	6460.123	2819.96	67619.801	293.753	369.387	2425.167	1534.933	7660.244	419.462	10330.398	256.739	4761.491	8491.987	38772.839	2883.101	11557.991	6660.966	53112.069	11332.107	105.587	5948.045	547.832	563.158	2887.788	1281.935	1126.281	10101.401	871.683	1242.266	65628.078	3676.6	1675.311	2974.98	1078.423	2061.085	507.279	1081.491	2728146.27	27766203	415.175	523.633	1916.395	238.217	793.227	1042.636	1339.074	448.759
6425.216	1489.387	7592.454	6207.738	17580.049	1071.594	6433.629	2800.784	67923.963	291.045	362.038	2403.045	1523.725	7545.983	422.591	10232.212	253.66	4772.934	8415.612	38380.027	2845.689	11448.422	6639.957	53062.672	11259.959	104.538	6002.027	539.825	557.344	2932.804	1269.551	1117.136	9882.756	867.638	1235.28	65628.078	3637.35	1637.94	2940.388	1067.006	1998.676	501.845	1069.045	2694306.87	27707618.7	415.175	529.315	1913.844	238.217	798.628	1043.131	1342.74	458.841
6470.982	1472.136	7554.508	6209.508	17532.221	1065.616	6420.416	2797.996	67920.344	291.566	362.038	2402.564	1520.156	7528.069	421.276	10272.47	252.732	4774.053	8413.46	38402.547	2837.943	11439.273	6642.234	53007.773	11221.439	104.776	5964.26	530.676	545.103	2932.804	1280.721	1106.649	9779.818	863.769	1238.221	65044.656	3647.941	1640.604	2924.794	1064.924	2002.847	501.945	1058.411	2734515.5	27661370	415.175	526.215	1921.477	238.217	798.628	1043.131	1342.74	458.841
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	237.708	797.799	1041.773	1347.023	462.518
6452.264	1480.747	7697.733	6241.554	17596.972	1072.405	6519.658	2844.309	68009.844	296.298	363.304	2463.872	1500.127	7640.088	421.088	10347.522	254.005	4754.115	8568.023	38876.344	2849.097	11581.322	6684.303	53266.839	11339.938	103.96	5840.025	533.443	539.893	2939.239	1307.157	1105.073	9642.976	863.772	1236.796	65317.366	3705.186	1655.422	2932.514	1077.248	2002.847	497.979	1050.215	2765297.87	28572502.2	417.236	529.624	1920.515	237.708	799.246	1046.423	1341.077	453.762
6469.549	1463.854	7635.752	6239.658	17497.572	1065.169	6438.383	2823.383	68170.403	295.952	361.897	2422.45	1511.396	7567.048	420.007	10359.159	253.672	4777.274	8480.335	38707.736	2839.811	11518.33	6665.921	53063.406	11278.31	103.594	5876.207	532.607	541.361	2966.355	1294.174	1101.52	9812.221	866.509	1246.748	64852.67	3717.413	1689.515	2887.078	1084.387	2037.482	501.296	1061.576	2627594.96	29364371	418.185	528.771	1919.473	237.708	801.82	1054.757	1341.052	456.782
6464.677	1487.455	7719.104	6319.498	17609.824	1078.062	6498.902	2851.896	68330.422	294.616	362.706	2447.503	1535.657	7622.772	413.447	10257.214	253.321	4764.043	8578.625	39038.624	2858.927	11530.28	6774.986	53267.135	11269.636	103.984	5798.751	537.092	538.396	2970.776	1290.313	1115.739	9853.401	870.06	1244.198	65383.308	3789.631	1695.583	2895.353	1090.63	2035.102	499.566	1074.168	2650855.08	29541621.8	422.887	530.01	1930.816	237.708	797.552	1064.534	1341.052	462.213
6598.004	1486.199	7853.445	6352.516	17949.166	1095.815	6602.348	2897.47	67562.51	298.7	362.557	2490.766	1552.922	7756.546	419.883	10304.767	254.438	4775.924	8781.086	39825.529	2909.683	11694.277	6769.595	54212.525	11337.125	102.807	5814.782	538.288	544.256	2971.78	1289.539	1110.815	10002.222	871.568	1248.284	65566.044	3766.159	1680.421	2869.737	1099.188	2062.465	503.984	1072.249	2566817.78	29052839.7	424.948	531.484	1929.227	235.452	797.898	1063.403	1341.052	471.58
6677.541	1498.008	7915.237	6358.43	18128.89	1108.834	6627.636	2916.616	67567.153	301.062	362.557	2507.072	1551.479	7829.119	414.134	10419.635	255.417	4822.326	8814.863	40101.239	2930.73	11731.702	6805.042	53839.71	11426.282	101.817	5904.507	535.754	524.07	2971.78	1266.11	1131.35	9885.621	875.326	1242.204	65527.786	3767.945	1654.511	2905.52	1101.954	2079.763	503.74	1066.226	2583942.35	28563493.6	424.948	525.438	1949.699	235.452	797.898	1063.403	1341.052	471.58
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	237.139	790.343	1057.111	1332.494	469.215
6722.636	1518.082	7944.371	6385.406	18134.847	1115.619	6660.826	2943.259	67992.652	300.767	364.442	2525.806	1551.479	7911.597	420.275	10524.871	258.164	4855.852	8884.327	40414.829	2940.893	11864.22	6841.734	53977.165	11318.496	102.211	5785.134	538.15	521.196	2969.713	1256.844	1129.764	9903.67	881.478	1240.684	66175.797	3751.763	1660.502	2912.886	1108.086	2092.943	507.071	1052.857	2530988.33	29375126.5	423.801	527.242	1927.667	236.367	795.135	1059.326	1333.909	471.145
6763.543	1518.082	7971.648	6416.987	18134.847	1115.619	6667.86	2943.259	68607.832	299.59	361.975	2525.806	1547.486	7939.816	423.914	10524.871	257.145	4880.241	8941.867	40414.829	2940.893	11890.975	6863.132	53977.165	11332.653	103.457	5827.563	538.15	521.196	2997.903	1256.844	1126.407	9945.385	880.978	1241.819	66280.091	3771.146	1660.502	2912.886	1105.755	2092.798	505.921	1048.798	2560384.26	28847310.3	421.318	525.906	1917.397	235.799	795.764	1060.331	1337.189	478.034
6763.543	1518.082	7971.648	6416.987	18134.847	1115.619	6667.86	2943.259	68607.832	299.59	364.537	2525.806	1548.102	7939.816	423.914	10524.871	257.145	4880.241	8941.867	40414.829	2940.893	11890.975	6863.132	53977.165	11332.653	103.45	5827.563	538.15	521.196	3030.611	1256.844	1126.407	9945.385	880.978	1241.819	66280.091	3771.146	1660.502	2912.886	1103.166	2092.798	506.902	1053.798	2452020.07	28847310.3	421.318	522.905	1917.397	238.622	792.155	1059.764	1330.61	478.625
6763.543	1518.082	7971.648	6416.987	18134.847	1115.619	6667.86	2943.259	68607.832	299.59	364.95	2525.806	1574.513	7939.816	423.914	10524.871	257.145	4892.053	8941.867	40414.829	2940.893	11890.975	6895.008	53865.933	11230.486	103.443	5790.307	538.15	521.196	3003.533	1256.844	1128.064	9945.385	879.319	1246.381	66252.873	3773.204	1668.315	2912.886	1103.342	2092.798	508.413	1029.038	2397162.31	28604293.4	421.376	517.82	1915.693	236.935	788.92	1064.443	1324.919	478.21
6759.19	1531.199	8074.948	6456.601	18330.315	1134.519	6755.05	2974.014	68524.546	304.424	364.95	2561.208	1585.866	8019.821	421.443	10648.048	257.015	4916.118	9014.278	40836.926	2980.951	11990.223	6893.833	54093.469	11383.892	103.863	5793.045	539.724	550.065	3003.533	1256.844	1136.269	9946.587	880.84	1258.351	66678.65	3786.613	1672.226	2904.512	1097.304	2120.273	511.449	1018.033	2384062.55	28810873.7	421.376	519.651	1903.239	236.935	788.92	1064.443	1324.919	478.21
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	241.65	795.554	1064.938	1323.074	479.714
6799.54	1528.302	8026.336	6449.941	18413.854	1127.224	6755.989	2962.902	68624.72	299.873	362.143	2562.537	1600.362	7995.957	420.393	10606.976	256.714	4913.657	9014.485	40796.451	2975.018	11958.025	6893.646	54421.032	11410.057	103.628	5801.186	542.771	548.146	2984.743	1271.793	1133.226	10106.349	882.724	1264.466	67067.6	3813.435	1672.226	2898.247	1104.093	2146.465	517.47	1018.033	2534453.29	28015817.2	416.827	516.607	1906.424	236.367	791.038	1067.414	1322.074	486.978
6793.908	1528.302	8064.996	6468.172	18413.854	1127.224	6786.174	2962.902	69001.996	301.942	363.818	2562.537	1600.362	8027.053	418.557	10606.976	257.287	4939.85	9030.46	40796.451	2975.018	11990.043	6922.497	54421.032	11410.057	104.063	5801.186	542.771	548.313	2983.424	1271.793	1135.149	10106.349	882.724	1260.539	66715.376	3862.871	1672.226	2898.247	1105.123	2150.846	516.26	1018.033	2525935.2	27939328.3	417.966	510.367	1896.987	242.511	791.877	1072.697	1321.943	493.098
6793.908	1528.302	8064.996	6468.172	18413.854	1127.224	6786.174	2962.902	69001.996	301.942	366.889	2562.537	1600.362	8027.053	418.557	10606.976	257.287	4939.85	9030.46	40796.451	2975.018	11990.043	6922.497	54421.032	11410.057	104.063	5801.186	542.771	548.313	2983.424	1271.793	1134.591	10106.349	882.724	1260.539	66715.376	3862.871	1672.226	2898.247	1105.123	2150.846	516.26	1018.033	2525935.2	27939328.3	417.966	510.367	1920.143	242.511	791.877	1074.608	1321.943	493.098
6811.049	1517.886	7923.52	6457.466	18514.007	1122.725	6686.974	2918.36	69251.593	302.794	365.504	2556.425	1600.362	7990.537	418.557	10567.334	254.959	4937.426	8877.117	40553.817	2975.018	11929.325	6861.375	53745.789	11389.367	103.873	5830.597	547.434	566.24	2991.319	1267.907	1121.824	10294.764	859.974	1251.974	65854.589	3868.132	1701.482	2931.604	1103.639	2168.491	515.275	955.125	2497163.51	27055006.5	422.794	513.318	1949.135	242.511	791.877	1077.453	1338.698	506.352
6790.935	1527.366	8005.516	6434.691	18738.267	1129.114	6718.633	2929.572	68071.718	306.963	365.504	2582.275	1600.362	8029.46	424.735	10558.233	262.459	4867.493	8908.807	40561.845	2999.249	11950.975	6858.645	53313.254	11381.122	101.554	5779.642	545.097	564.055	2991.319	1276.341	1123.983	10088.237	848.672	1240.115	65642.504	3828.047	1687.479	2899.972	1100.926	2149.035	509.55	956.685	2453391.79	26886848.1	422.794	517.858	1952.522	242.511	791.877	1077.453	1338.698	506.352
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	240.256	784.156	1078.406	1350.284	509.867
6758.154	1527.366	7926.207	6401.709	18730.677	1129.114	6687.003	2927.193	67828.202	308.611	363.746	2600.401	1585.523	7995.815	422.75	10548.175	262.518	4857.088	8988.457	40561.845	2999.488	11949.375	6841.178	53347.238	11353.076	100.383	5779.642	540.446	564.055	2990.824	1270.867	1121.589	9962.872	852.05	1236.651	64793.891	3791.628	1699.274	2899.972	1075.351	2124.558	506.673	970.221	2527486.49	26495817.3	424.053	523.405	1955.885	241.275	790.138	1085.505	1359.242	510.1
6746.757	1579.297	8024.417	6453.374	18933.839	1126.791	6741.832	2948.811	68280.635	315.799	366.882	2631.017	1574.438	8048.34	417.755	10569.562	267.176	4842.422	9262.762	40639.681	3016.26	11990.076	6885.07	52901.595	11268.833	99.909	5686.042	528.639	580.368	2990.824	1277.381	1113.795	9896.979	853.666	1233.02	65155.3	3807.746	1684.345	2836.177	1076.2	2137.52	506.214	999.861	2546465.05	26893552.1	427.836	526.139	1960.49	244.589	796.405	1092.003	1365.155	497.808
6746.822	1606.383	8083.209	6465.039	19034.366	1126.243	6744.024	2946.892	68737.064	318.755	369.531	2628.397	1602.085	8071.288	418.381	10615.002	269.885	4886.119	9333.979	40626.919	3027.135	11930.102	6886.085	53061.175	11317.163	101.123	5661.031	523.482	602.301	3013.075	1286.363	1116.874	9961.169	853.184	1236.401	64745.339	3789.24	1699.368	2851.463	1072.258	2122.459	509.167	1000.001	2498418.3	26145728.8	429.936	522.515	1963.639	247.413	790.763	1109.066	1370.36	500.454
6757.172	1607.072	8089.791	6479.148	19118.38	1136.916	6687.918	2925.054	68356.967	324.62	369.726	2635.682	1590.143	8033.649	421.993	10644.034	270.226	4876.132	9314.636	40618.045	3007.849	11873.746	6887.299	51745.056	11161.181	99.85	5657.647	523.904	612.908	3042.689	1309.223	1116.298	9968.232	845.714	1234.813	64820.637	3729.947	1686.909	2809.806	1071.955	2102.655	506.131	998.313	2464421.3	26751744.8	438.38	523.167	1963.718	242.903	794.163	1115.947	1374.799	507.819
6739.935	1602.693	8067.926	6534.676	19237.669	1142.159	6722.34	2938.868	68431.273	323.481	369.726	2644.247	1591.742	8066.852	426.596	10714.606	270.077	4870.247	9362.702	40820.621	3032.045	11961	6903.748	52086.107	11097.209	100.055	5570.989	530.082	616.096	3042.689	1320.984	1120.412	10152.798	841.004	1233.671	66155.774	3804.849	1663.129	2813.22	1074.707	2112.09	507.536	993.088	2522601.31	26942477	438.38	513.701	1967.558	242.903	794.163	1115.947	1374.799	507.819
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	241.883	792.483	1116.568	1382.955	507.819
6714.179	1610.683	8057.673	6498.185	19270.158	1143.52	6750.3	2951.028	68335.3	329.693	374.167	2655.907	1591.742	8081.498	431.18	10745.976	271.101	4856.241	9450.585	40789.398	3049.628	11990.183	6816.133	51739.624	11097.797	100.344	5569.769	545.266	614.182	3088.666	1346.575	1137.391	10572.908	846.251	1239.306	65667.635	3831.621	1690.8	2856.448	1078.477	2144.364	510.23	1021.1	2529040.56	26646384.6	439.053	516.195	1968.64	241.883	786.081	1112.147	1395.653	511.796
6617.12	1606.594	8006.747	6505.719	19255.38	1134.438	6763.179	2956.548	68147.979	329.559	370.614	2657.528	1554.704	8141.406	429.152	10703.983	268.378	4828.697	9466.188	40635.654	3040.919	12007.73	6890.666	52052.005	11101.742	99.914	5586.915	545.751	602.072	3129.584	1346.058	1133.938	10572.908	846.037	1239.306	66163.714	3852.262	1688.275	2870.236	1073.172	2129.511	509.713	1027.881	2531110.65	26760511.5	434.903	516.195	1968.64	245.375	788.689	1112.147	1400.649	512.422
6656.106	1634.375	8040.669	6545.005	19325.273	1145.432	6847.787	3013.499	68236.222	329.697	387.058	2701.746	1586.419	8174.205	434.587	10835.792	268.26	4844.871	9650.885	41211.03	3053.434	12106.81	6926.396	52440.182	11221.278	100.497	5605.598	545.479	618.304	3120.758	1346.287	1146.583	10723.996	847.249	1232.868	66309.935	3868.081	1697.772	2893.588	1082.993	2147.195	514.198	1003.973	2533657.78	26820274.5	437.326	516.195	1976.682	247.021	787.587	1115.504	1401.016	518.71
6734.358	1626.136	8075.032	6572.426	19341.446	1145.004	6826.758	3010.705	68528.894	328.871	386.413	2680.573	1586.34	8140.471	437.197	10913.173	268.669	4838.874	9567.977	41227.511	3061.017	12101.543	6918.374	51966.674	11276.822	100.52	5548.478	541.438	612.732	3090.772	1348.748	1145.521	10631.003	849.183	1224.869	65765.77	3884.811	1700.808	2902.302	1078.596	2152.293	516.434	1024.29	2482216.06	26806276.8	435.643	522.033	1972.683	245.375	787.587	1109.682	1407.974	528.949
6738.433	1631.392	8030.581	6600.08	19314.796	1142.913	6841.11	3017.566	69563.069	329.564	386.413	2694.96	1587.882	8147.581	433.356	10895.697	269.933	4836.693	9574.419	41358.515	3070.354	12128.741	6892.412	51427.688	11369.577	100.722	5558.885	540.756	606.326	3090.772	1332.137	1134.032	10599.578	842.647	1224.869	65352.305	3933.565	1700.21	2872.301	1079.583	2142.929	515.829	1021.375	2440426.49	26564670	435.643	520.957	1983.764	245.375	787.587	1109.682	1407.974	528.949
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	244.924	785.288	1106.272	1405.595	525.954
6723.371	1620.118	8069.84	6652.556	19387.637	1140.838	6835.646	3009.484	69038.084	328.314	385.956	2698.53	1582.571	8157.165	432.463	10888.111	270.232	4817.222	9561.965	41283.114	3072.196	12143.242	6892.412	50969.973	11316.023	99.55	5545.212	542.131	591.22	3055.568	1335.227	1143.196	10634.197	848.104	1221.479	65429.656	3933.565	1704.301	2875.924	1086.805	2150.921	517.923	1014.706	2448675.58	26564670	455.717	519.755	1985.201	243.336	786.297	1106.574	1403.669	529.439
